entity,bucket,sub_type,extracted_species_prefix,extracted_gene_symbol,match_status,match_type,confidence_tier,ambiguity_count,selected_uniprot_accession,selected_uniprot_entry_name,selected_uniprot_organism,selected_uniprot_source_tier,selected_phytozome_code,selected_phytozome_gene_id,selected_phytozome_base_gene_id,selected_sequence_length,has_sequence,candidate_summary,notes,expected_phytozome_code,expected_uniprot_mnemonic,species_resolution_status,species_match_status,matched_species_category,all_species_hit_count,species_specific_hit_count
LONELY GUYs,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
long chain acyl-CoA synthetase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
long chain acyl-CoA synthetases,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Long-chain acyl-CoA synthetase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
long-chain acyl-CoA synthetase 6,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
longan Ran,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
longan Ran genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
longan Ran GTPases,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
longifolene synthase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
lor1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOV domain,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Low affinity sulfate transporter 3,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
low-affinity systems,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
low-CO2 inducible (LCI) genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
low-molecular-weight dehydrins,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
low-molecular-weight isoforms,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
low-molecular-weight subunits,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOX,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,80,A0A4P8L7V6,A0A4P8L7V6_9ERIC,9ERIC,trembl,,,,,false,A0A4P8L7V6|A0A4P8L7V6_9ERIC|9ERIC|trembl; A0A4P8L7K6|A0A4P8L7K6_9ERIC|9ERIC|trembl; F2YL87|F2YL87_CAPAN|CAPAN|trembl; Q9LKL4|Q9LKL4_MAIZE|MAIZE|trembl; A0A3P9QN37|A0A3P9QN37_VIGRR|VIGRR|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,80,0
LOX domains,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOX enzymes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOX gene family,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOX genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOX-2S,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOX1,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,34,P37831,LOX11_SOLTU,SOLTU,sprot,,,,,false,P37831|LOX11_SOLTU|SOLTU|sprot; O24379|LOX12_SOLTU|SOLTU|sprot; Q06327|LOX1_ARATH|ARATH|sprot; P08170|LOX1_SOYBN|SOYBN|sprot; R9WTS6|LOX1_TANCI|TANCI|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,34,0
LOX1 gene,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOX1_5,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOX2,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,36,P38418,LOX2_ARATH,ARATH,sprot,,,,,false,P38418|LOX2_ARATH|ARATH|sprot; P09439|LOX2_SOYBN|SOYBN|sprot; R9WS04|LOX2_TANCI|TANCI|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,36,0
LOX2 gene,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LOX2.1,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,14,P93184,LOX21_HORVU,HORVU,sprot,,,,,false,P93184|LOX21_HORVU|HORVU|sprot; O24370|LOX21_SOLTU|SOLTU|sprot; P38419|LOXC1_ORYSJ|ORYSJ|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,14,0
LOX2S,C,bare_gene_symbol,,,no_match,bare_symbol_uniprot,6,0,,,,,,,,,false,,,,,no_species_provided,no_species_provided,no_species_no_match,0,0
LOX3,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,13,Q9LNR3,LOX3_ARATH,ARATH,sprot,,,,,false,Q9LNR3|LOX3_ARATH|ARATH|sprot; P09186|LOX3_SOYBN|SOYBN|sprot; Q9FNX8|LOX4_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,13,0
LOX4,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,29,Q9FNX8,LOX4_ARATH,ARATH,sprot,,,,,false,Q9FNX8|LOX4_ARATH|ARATH|sprot; P38417|LOX4_SOYBN|SOYBN|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,29,0
LOX5,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,33,Q9LUW0,LOX5_ARATH,ARATH,sprot,,,,,false,Q9LUW0|LOX5_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,33,0
LOX8,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,3,A1XCI3,A1XCI3_MAIZE,MAIZE,trembl,,,,,false,A1XCI3|A1XCI3_MAIZE|MAIZE|trembl; D8S4W8|D8S4W8_SELML|SELML|trembl; Q42781|Q42781_SOYBN|SOYBN|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,3,0
LOXA,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,11,P29114,LOX1_HORVU,HORVU,sprot,,,,,false,P29114|LOX1_HORVU|HORVU|sprot; P27480|LOXA_PHAVU|PHAVU|sprot; P38415|LOXA_SOLLC|SOLLC|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,11,0
LOXs,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LPA acyltransferases,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LPAAT,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,3,A0A251USB4,A0A251USB4_HELAN,HELAN,trembl,,,,,false,A0A251USB4|A0A251USB4_HELAN|HELAN|trembl; K8YRH4|K8YRH4_NANGC|NANGC|trembl; I6R0X4|I6R0X4_PHATR|PHATR|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,3,0
LPAAT1,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,2,Q8GXU8,LPAT1_ARATH,ARATH,sprot,,,,,false,Q8GXU8|LPAT1_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,2,0
LPAAT2,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,5,Q8LG50,LPAT2_ARATH,ARATH,sprot,,,,,false,Q8LG50|LPAT2_ARATH|ARATH|sprot; Q9XFW4|LPAT2_BRANA|BRANA|sprot; Q6IWY1|LPAT2_BRAOL|BRAOL|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,5,0
LPAAT2α1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LPAAT2α2,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LpAOC,B,species_prefix_Lp,Lp,AOC,ambiguous,species_prefixed_uniprot_symbol,4,38,A2XID3,AOC_ORYSI,ORYSI,sprot,,,,,false,A2XID3|AOC_ORYSI|ORYSI|sprot; Q75KD7|AOC_ORYSJ|ORYSJ|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=38,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,38,0
LpAPX1,B,species_prefix_Lp,Lp,APX1,ambiguous,species_prefixed_uniprot_symbol,4,68,Q05431,APX1_ARATH,ARATH,sprot,,,,,false,Q05431|APX1_ARATH|ARATH|sprot; A2XFC7|APX1_ORYSI|ORYSI|sprot; Q10N21|APX1_ORYSJ|ORYSJ|sprot; P48534|APX1_PEA|PEA|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=68,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,68,0
LPAT,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,4,A3F6H5,A3F6H5_CRAAB,CRAAB,trembl,,,,,false,A3F6H5|A3F6H5_CRAAB|CRAAB|trembl; H6TBK3|H6TBK3_JATCU|JATCU|trembl; A0A3S6B018|A0A3S6B018_ARAHY|ARAHY|trembl; K8YP17|K8YP17_NANGC|NANGC|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,4,0
LPAT4,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,11,Q8L4Y2,LPAT4_ARATH,ARATH,sprot,,,,,false,Q8L4Y2|LPAT4_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,11,0
LpBIPG,B,species_prefix_Lp,Lp,BIPG,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=BIPG prefix=Lp mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
LPCAT,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,6,W8DT11,W8DT11_RICCO,RICCO,trembl,,,,,false,W8DT11|W8DT11_RICCO|RICCO|trembl; A0A812UGU3|A0A812UGU3_9DINO|9DINO|trembl; A0A3T0D1U8|A0A3T0D1U8_POROL|POROL|trembl; R4RAZ6|R4RAZ6_MOMCH|MOMCH|trembl; W0C960|W0C960_CARTI|CARTI|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,6,0
LPCAT enzymes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LPCAT2,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,6,Q9CAN8,MBOA2_ARATH,ARATH,sprot,,,,,false,Q9CAN8|MBOA2_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,6,0
LpCDPK,B,species_prefix_Lp,Lp,CDPK,ambiguous,species_prefixed_uniprot_symbol,4,66,A0A251VP38,A0A251VP38_HELAN,HELAN,trembl,,,,,false,A0A251VP38|A0A251VP38_HELAN|HELAN|trembl; A0A251S629|A0A251S629_HELAN|HELAN|trembl; A0A4P8L9L1|A0A4P8L9L1_9ERIC|9ERIC|trembl; A0A4P8L9K3|A0A4P8L9K3_9ERIC|9ERIC|trembl; Q1PSL5|Q1PSL5_ISATI|ISATI|trembl,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=66,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,66,0
LpCOMT,B,species_prefix_Lp,Lp,COMT,ambiguous,species_prefixed_uniprot_symbol,4,261,Q6T1F5,COMT1_AMMMJ,AMMMJ,sprot,,,,,false,Q6T1F5|COMT1_AMMMJ|AMMMJ|sprot; Q9FQY8|COMT1_CAPAN|CAPAN|sprot; O81646|COMT1_CAPCH|CAPCH|sprot; O23760|COMT1_CLABR|CLABR|sprot; Q8LL87|COMT1_COFCA|COFCA|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=261,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,261,0
LpCYP72A15,B,species_prefix_Lp,Lp,CYP72A15,ambiguous,species_prefixed_uniprot_symbol,4,3,Q9LUC5,C7A15_ARATH,ARATH,sprot,,,,,false,Q9LUC5|C7A15_ARATH|ARATH|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=3,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,3,0
LPD1,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,17,Q9M5K3,DLDH1_ARATH,ARATH,sprot,,,,,false,Q9M5K3|DLDH1_ARATH|ARATH|sprot; A8MS68|PLPD1_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,17,0
LpD14,B,species_prefix_Lp,Lp,D14,ambiguous,species_prefixed_uniprot_symbol,4,16,Q9SQR3,D14_ARATH,ARATH,sprot,,,,,false,Q9SQR3|D14_ARATH|ARATH|sprot; Q10QA5|D14_ORYSJ|ORYSJ|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=16,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,16,0
LPD2,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,6,Q9M5K2,DLDH2_ARATH,ARATH,sprot,,,,,false,Q9M5K2|DLDH2_ARATH|ARATH|sprot; F4JLP5|PLPD2_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,6,0
LPEAT,C,bare_gene_symbol,,,matched,bare_symbol_uniprot,3,1,A0A4Y6GPM9,A0A4Y6GPM9_MOMCH,MOMCH,trembl,,,,,false,A0A4Y6GPM9|A0A4Y6GPM9_MOMCH|MOMCH|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,1,0
LPEAT enzymes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LPEAT1,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,17,Q8L7R3,LPCT1_ARATH,ARATH,sprot,,,,,false,Q8L7R3|LPCT1_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,17,0
LPEAT1/2,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
lpeat2,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LpHsfA2,B,species_prefix_Lp,Lp,HsfA2,ambiguous,species_prefixed_uniprot_symbol,4,17,O80982,HSFA2_ARATH,ARATH,sprot,,,,,false,O80982|HSFA2_ARATH|ARATH|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=17,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,17,0
LpHsfA4,B,species_prefix_Lp,Lp,HsfA4,ambiguous,species_prefixed_uniprot_symbol,4,2,Q9M597,Q9M597_MEDSA,MEDSA,trembl,,,,,false,Q9M597|Q9M597_MEDSA|MEDSA|trembl; A0A650AQD8|A0A650AQD8_DIACA|DIACA|trembl,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=2,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,2,0
LpHsp70-010,B,species_prefix_Lp,Lp,Hsp70-010,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=HSP70-010 prefix=Lp mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
LpHsp90,B,species_prefix_Lp,Lp,Hsp90,ambiguous,species_prefixed_uniprot_symbol,4,853,P35016,ENPL_CATRO,CATRO,sprot,,,,,false,P35016|ENPL_CATRO|CATRO|sprot; Q69QQ6|HSP82_ORYSJ|ORYSJ|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=853,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,853,0
LpHsp90 gene family,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LpHsp90 genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
LpHsp90-1,B,species_prefix_Lp,Lp,Hsp90-1,ambiguous,species_prefixed_uniprot_symbol,4,6,P27323,HS901_ARATH,ARATH,sprot,,,,,false,P27323|HS901_ARATH|ARATH|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=6,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,6,0
LpHsp90-2,B,species_prefix_Lp,Lp,Hsp90-2,ambiguous,species_prefixed_uniprot_symbol,4,6,P55737,HS902_ARATH,ARATH,sprot,,,,,false,P55737|HS902_ARATH|ARATH|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=6,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,6,0
LpHsp90-3,B,species_prefix_Lp,Lp,Hsp90-3,matched,species_prefixed_uniprot_symbol,3,1,P51818,HS903_ARATH,ARATH,sprot,,,,,false,P51818|HS903_ARATH|ARATH|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=1,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,1,0
LpHsp90-4,B,species_prefix_Lp,Lp,Hsp90-4,ambiguous,species_prefixed_uniprot_symbol,4,4,O03986,HS904_ARATH,ARATH,sprot,,,,,false,O03986|HS904_ARATH|ARATH|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=4,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,4,0
LpHsp90-5,B,species_prefix_Lp,Lp,Hsp90-5,ambiguous,species_prefixed_uniprot_symbol,4,5,Q9SIF2,HS905_ARATH,ARATH,sprot,,,,,false,Q9SIF2|HS905_ARATH|ARATH|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=5,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,5,0
LpHsp90-6,B,species_prefix_Lp,Lp,Hsp90-6,ambiguous,species_prefixed_uniprot_symbol,4,3,F4JFN3,HS906_ARATH,ARATH,sprot,,,,,false,F4JFN3|HS906_ARATH|ARATH|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=3,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,3,0
LpHsp90-7,B,species_prefix_Lp,Lp,Hsp90-7,matched,species_prefixed_uniprot_symbol,3,1,Q9STX5,ENPL_ARATH,ARATH,sprot,,,,,false,Q9STX5|ENPL_ARATH|ARATH|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=1,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,1,0
LpHsp90-8,B,species_prefix_Lp,Lp,Hsp90-8,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=HSP90-8 prefix=Lp mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
LpJMT,B,species_prefix_Lp,Lp,JMT,ambiguous,species_prefixed_uniprot_symbol,4,13,Q9AR07,JMT_ARATH,ARATH,sprot,,,,,false,Q9AR07|JMT_ARATH|ARATH|sprot; Q9SBK6|JMT_BRARP|BRARP|sprot,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=13,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,13,0
LpLAC,B,species_prefix_Lp,Lp,LAC,ambiguous,species_prefixed_uniprot_symbol,4,5,A0A0B4ZTP8,A0A0B4ZTP8_PUNGR,PUNGR,trembl,,,,,false,A0A0B4ZTP8|A0A0B4ZTP8_PUNGR|PUNGR|trembl; A0A411JJT7|A0A411JJT7_CUNLA|CUNLA|trembl; A0A7G6UAL8|A0A7G6UAL8_WHEAT|WHEAT|trembl; J7Q0Z3|J7Q0Z3_PLAVT|PLAVT|trembl; A0A142K4G5|A0A142K4G5_9POAL|9POAL|trembl,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=5,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,5,0
LPLAT,C,bare_gene_symbol,,,no_match,bare_symbol_uniprot,6,0,,,,,,,,,false,,,,,no_species_provided,no_species_provided,no_species_no_match,0,0
LpLLI,B,species_prefix_Lp,Lp,LLI,no_match,species_prefixed_uniprot_symbol,6,0,,,,,,,,,false,,no hit for symbol=LLI prefix=Lp mnemonic=None,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_no_match,0,0
LpLOX,B,species_prefix_Lp,Lp,LOX,ambiguous,species_prefixed_uniprot_symbol,4,80,A0A4P8L7V6,A0A4P8L7V6_9ERIC,9ERIC,trembl,,,,,false,A0A4P8L7V6|A0A4P8L7V6_9ERIC|9ERIC|trembl; A0A4P8L7K6|A0A4P8L7K6_9ERIC|9ERIC|trembl; F2YL87|F2YL87_CAPAN|CAPAN|trembl; Q9LKL4|Q9LKL4_MAIZE|MAIZE|trembl; A0A3P9QN37|A0A3P9QN37_VIGRR|VIGRR|trembl,prefix=Lp pcode=None mnemonic=None species_count=0 global_count=80,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,80,0
