protein_json_id,entity,full_json_path,best_only_json_path,dataset_membership,has_sequence,sequence_ref,match_count,best_match_category
protein_014309,Nbv6.1trP52729,outputs/json_dataset/full/protein_014309.json,outputs/json_dataset/best_only/protein_014309.json,unresolved,false,,0,descriptive_deferred
protein_014310,NCED,outputs/json_dataset/full/protein_014310.json,outputs/json_dataset/best_only/protein_014310.json,coverage,false,,1,ambiguous_but_useful
protein_014311,NCED biosynthetic genes,outputs/json_dataset/full/protein_014311.json,outputs/json_dataset/best_only/protein_014311.json,unresolved,false,,0,descriptive_deferred
protein_014312,NCED enzyme,outputs/json_dataset/full/protein_014312.json,outputs/json_dataset/best_only/protein_014312.json,unresolved,false,,0,descriptive_deferred
protein_014313,NCED enzymes,outputs/json_dataset/full/protein_014313.json,outputs/json_dataset/best_only/protein_014313.json,unresolved,false,,0,descriptive_deferred
protein_014314,NCED gene,outputs/json_dataset/full/protein_014314.json,outputs/json_dataset/best_only/protein_014314.json,unresolved,false,,0,descriptive_deferred
protein_014315,NCED gene family,outputs/json_dataset/full/protein_014315.json,outputs/json_dataset/best_only/protein_014315.json,unresolved,false,,0,descriptive_deferred
protein_014316,NCED genes,outputs/json_dataset/full/protein_014316.json,outputs/json_dataset/best_only/protein_014316.json,unresolved,false,,0,descriptive_deferred
protein_014317,NCED proteins,outputs/json_dataset/full/protein_014317.json,outputs/json_dataset/best_only/protein_014317.json,unresolved,false,,0,descriptive_deferred
protein_014318,NCED subfamily enzymes,outputs/json_dataset/full/protein_014318.json,outputs/json_dataset/best_only/protein_014318.json,unresolved,false,,0,descriptive_deferred
protein_014319,NCED-mediated,outputs/json_dataset/full/protein_014319.json,outputs/json_dataset/best_only/protein_014319.json,unresolved,false,,0,descriptive_deferred
protein_014320,NCED1,outputs/json_dataset/full/protein_014320.json,outputs/json_dataset/best_only/protein_014320.json,coverage,false,,5,ambiguous_but_useful
protein_014321,NCED1-like,outputs/json_dataset/full/protein_014321.json,outputs/json_dataset/best_only/protein_014321.json,unresolved,false,,0,descriptive_deferred
protein_014322,NCED1.1,outputs/json_dataset/full/protein_014322.json,outputs/json_dataset/best_only/protein_014322.json,unresolved,false,,0,no_species_no_match
protein_014323,NCED1.2,outputs/json_dataset/full/protein_014323.json,outputs/json_dataset/best_only/protein_014323.json,unresolved,false,,0,no_species_no_match
protein_014324,NCED1/5,outputs/json_dataset/full/protein_014324.json,outputs/json_dataset/best_only/protein_014324.json,unresolved,false,,0,descriptive_deferred
protein_014325,NCED2,outputs/json_dataset/full/protein_014325.json,outputs/json_dataset/best_only/protein_014325.json,coverage,false,,4,ambiguous_but_useful
protein_014326,NCED3,outputs/json_dataset/full/protein_014326.json,outputs/json_dataset/best_only/protein_014326.json,coverage,false,,2,ambiguous_but_useful
protein_014327,NCED3 gene,outputs/json_dataset/full/protein_014327.json,outputs/json_dataset/best_only/protein_014327.json,unresolved,false,,0,descriptive_deferred
protein_014328,NCED3-like,outputs/json_dataset/full/protein_014328.json,outputs/json_dataset/best_only/protein_014328.json,unresolved,false,,0,descriptive_deferred
protein_014329,NCED4,outputs/json_dataset/full/protein_014329.json,outputs/json_dataset/best_only/protein_014329.json,coverage,false,,2,ambiguous_but_useful
protein_014330,NCED5,outputs/json_dataset/full/protein_014330.json,outputs/json_dataset/best_only/protein_014330.json,coverage,false,,2,ambiguous_but_useful
protein_014331,NCED6,outputs/json_dataset/full/protein_014331.json,outputs/json_dataset/best_only/protein_014331.json,coverage,false,,1,ambiguous_but_useful
protein_014332,NCED9,outputs/json_dataset/full/protein_014332.json,outputs/json_dataset/best_only/protein_014332.json,coverage,false,,1,ambiguous_but_useful
protein_014333,NCEDs,outputs/json_dataset/full/protein_014333.json,outputs/json_dataset/best_only/protein_014333.json,unresolved,false,,0,descriptive_deferred
protein_014334,NCOA2,outputs/json_dataset/full/protein_014334.json,outputs/json_dataset/best_only/protein_014334.json,unresolved,false,,0,no_species_no_match
protein_014335,NCR,outputs/json_dataset/full/protein_014335.json,outputs/json_dataset/best_only/protein_014335.json,unresolved,false,,0,no_species_no_match
protein_014336,NCR peptides,outputs/json_dataset/full/protein_014336.json,outputs/json_dataset/best_only/protein_014336.json,unresolved,false,,0,descriptive_deferred
protein_014337,NCR335,outputs/json_dataset/full/protein_014337.json,outputs/json_dataset/best_only/protein_014337.json,unresolved,false,,0,no_species_no_match
protein_014338,Ncs2,outputs/json_dataset/full/protein_014338.json,outputs/json_dataset/best_only/protein_014338.json,coverage,false,,4,ambiguous_but_useful
protein_014339,Ncs6,outputs/json_dataset/full/protein_014339.json,outputs/json_dataset/best_only/protein_014339.json,coverage,false,,3,ambiguous_but_useful
protein_014340,NDB,outputs/json_dataset/full/protein_014340.json,outputs/json_dataset/best_only/protein_014340.json,coverage,false,,1,ambiguous_but_useful
protein_014341,NDB family members,outputs/json_dataset/full/protein_014341.json,outputs/json_dataset/best_only/protein_014341.json,unresolved,false,,0,descriptive_deferred
protein_014342,NDB1,outputs/json_dataset/full/protein_014342.json,outputs/json_dataset/best_only/protein_014342.json,coverage,false,,3,ambiguous_but_useful
protein_014343,NDC1,outputs/json_dataset/full/protein_014343.json,outputs/json_dataset/best_only/protein_014343.json,coverage,false,,1,ambiguous_but_useful
protein_014344,NDH,outputs/json_dataset/full/protein_014344.json,outputs/json_dataset/best_only/protein_014344.json,coverage,false,,5,ambiguous_but_useful
protein_014345,NDH complex,outputs/json_dataset/full/protein_014345.json,outputs/json_dataset/best_only/protein_014345.json,unresolved,false,,0,descriptive_deferred
protein_014346,NDH gene,outputs/json_dataset/full/protein_014346.json,outputs/json_dataset/best_only/protein_014346.json,unresolved,false,,0,descriptive_deferred
protein_014347,NDH subunits,outputs/json_dataset/full/protein_014347.json,outputs/json_dataset/best_only/protein_014347.json,unresolved,false,,0,descriptive_deferred
protein_014348,NDH-H,outputs/json_dataset/full/protein_014348.json,outputs/json_dataset/best_only/protein_014348.json,unresolved,false,,0,descriptive_deferred
protein_014349,NDH-M,outputs/json_dataset/full/protein_014349.json,outputs/json_dataset/best_only/protein_014349.json,unresolved,false,,0,descriptive_deferred
protein_014350,NDH-N,outputs/json_dataset/full/protein_014350.json,outputs/json_dataset/best_only/protein_014350.json,unresolved,false,,0,descriptive_deferred
protein_014351,Ndh2,outputs/json_dataset/full/protein_014351.json,outputs/json_dataset/best_only/protein_014351.json,coverage,false,,1,ambiguous_but_useful
protein_014352,ndhB,outputs/json_dataset/full/protein_014352.json,outputs/json_dataset/best_only/protein_014352.json,unresolved,false,,0,descriptive_deferred
protein_014353,ndhC,outputs/json_dataset/full/protein_014353.json,outputs/json_dataset/best_only/protein_014353.json,unresolved,false,,0,descriptive_deferred
protein_014354,NdhH,outputs/json_dataset/full/protein_014354.json,outputs/json_dataset/best_only/protein_014354.json,unresolved,false,,0,descriptive_deferred
protein_014355,ndhJ,outputs/json_dataset/full/protein_014355.json,outputs/json_dataset/best_only/protein_014355.json,unresolved,false,,0,descriptive_deferred
protein_014356,ndhK,outputs/json_dataset/full/protein_014356.json,outputs/json_dataset/best_only/protein_014356.json,unresolved,false,,0,descriptive_deferred
protein_014357,NDHV,outputs/json_dataset/full/protein_014357.json,outputs/json_dataset/best_only/protein_014357.json,coverage,false,,4,ambiguous_but_useful
protein_014358,ndk,outputs/json_dataset/full/protein_014358.json,outputs/json_dataset/best_only/protein_014358.json,unresolved,false,,0,descriptive_deferred
protein_014359,NDP-glucose-starch glucosyltransferase,outputs/json_dataset/full/protein_014359.json,outputs/json_dataset/best_only/protein_014359.json,unresolved,false,,0,descriptive_deferred
protein_014360,NDPK,outputs/json_dataset/full/protein_014360.json,outputs/json_dataset/best_only/protein_014360.json,coverage,false,,5,ambiguous_but_useful
protein_014361,NDPK1,outputs/json_dataset/full/protein_014361.json,outputs/json_dataset/best_only/protein_014361.json,coverage,false,,5,ambiguous_but_useful
protein_014362,NDPK2,outputs/json_dataset/full/protein_014362.json,outputs/json_dataset/best_only/protein_014362.json,coverage,false,,4,ambiguous_but_useful
protein_014363,NDR1,outputs/json_dataset/full/protein_014363.json,outputs/json_dataset/best_only/protein_014363.json,coverage,false,,1,ambiguous_but_useful
protein_014364,NDR1-RIN4 signaling node,outputs/json_dataset/full/protein_014364.json,outputs/json_dataset/best_only/protein_014364.json,unresolved,false,,0,descriptive_deferred
protein_014365,NDs,outputs/json_dataset/full/protein_014365.json,outputs/json_dataset/best_only/protein_014365.json,unresolved,false,,0,descriptive_deferred
protein_014366,ndv locus,outputs/json_dataset/full/protein_014366.json,outputs/json_dataset/best_only/protein_014366.json,unresolved,false,,0,descriptive_deferred
protein_014367,ndvA,outputs/json_dataset/full/protein_014367.json,outputs/json_dataset/best_only/protein_014367.json,unresolved,false,,0,descriptive_deferred
protein_014368,ndvB,outputs/json_dataset/full/protein_014368.json,outputs/json_dataset/best_only/protein_014368.json,unresolved,false,,0,descriptive_deferred
protein_014369,NEC5,outputs/json_dataset/full/protein_014369.json,outputs/json_dataset/best_only/protein_014369.json,coverage,false,,2,ambiguous_but_useful
protein_014370,Nectarin V,outputs/json_dataset/full/protein_014370.json,outputs/json_dataset/best_only/protein_014370.json,unresolved,false,,0,descriptive_deferred
protein_014371,negative regulators,outputs/json_dataset/full/protein_014371.json,outputs/json_dataset/best_only/protein_014371.json,unresolved,false,,0,descriptive_deferred
protein_014372,nematode effectors,outputs/json_dataset/full/protein_014372.json,outputs/json_dataset/best_only/protein_014372.json,unresolved,false,,0,descriptive_deferred
protein_014373,nematode MiMIF-2,outputs/json_dataset/full/protein_014373.json,outputs/json_dataset/best_only/protein_014373.json,unresolved,false,,0,descriptive_deferred
protein_014374,Neopyropia yezoensis,outputs/json_dataset/full/protein_014374.json,outputs/json_dataset/best_only/protein_014374.json,unresolved,false,,0,descriptive_deferred
protein_014375,Neopyropia yezoensis germin-like protein,outputs/json_dataset/full/protein_014375.json,outputs/json_dataset/best_only/protein_014375.json,unresolved,false,,0,descriptive_deferred
protein_014376,Neopyropia yezoensis GLP,outputs/json_dataset/full/protein_014376.json,outputs/json_dataset/best_only/protein_014376.json,unresolved,false,,0,descriptive_deferred
protein_014377,neoxanthin synthase,outputs/json_dataset/full/protein_014377.json,outputs/json_dataset/best_only/protein_014377.json,unresolved,false,,0,descriptive_deferred
protein_014378,nerolidol/linalool synthases,outputs/json_dataset/full/protein_014378.json,outputs/json_dataset/best_only/protein_014378.json,unresolved,false,,0,descriptive_deferred
protein_014379,NES,outputs/json_dataset/full/protein_014379.json,outputs/json_dataset/best_only/protein_014379.json,coverage,false,,1,ambiguous_but_useful
protein_014380,neural cell adhesion molecules,outputs/json_dataset/full/protein_014380.json,outputs/json_dataset/best_only/protein_014380.json,unresolved,false,,0,descriptive_deferred
protein_014381,neurological enzymes,outputs/json_dataset/full/protein_014381.json,outputs/json_dataset/best_only/protein_014381.json,unresolved,false,,0,descriptive_deferred
protein_014382,neutral invertase,outputs/json_dataset/full/protein_014382.json,outputs/json_dataset/best_only/protein_014382.json,unresolved,false,,0,descriptive_deferred
protein_014383,neutral invertases,outputs/json_dataset/full/protein_014383.json,outputs/json_dataset/best_only/protein_014383.json,unresolved,false,,0,descriptive_deferred
protein_014384,Never ripe,outputs/json_dataset/full/protein_014384.json,outputs/json_dataset/best_only/protein_014384.json,unresolved,false,,0,descriptive_deferred
protein_014385,NF-kappaB,outputs/json_dataset/full/protein_014385.json,outputs/json_dataset/best_only/protein_014385.json,unresolved,false,,0,descriptive_deferred
protein_014386,NF-X1-type zinc finger proteins,outputs/json_dataset/full/protein_014386.json,outputs/json_dataset/best_only/protein_014386.json,unresolved,false,,0,descriptive_deferred
protein_014387,NF-Y,outputs/json_dataset/full/protein_014387.json,outputs/json_dataset/best_only/protein_014387.json,unresolved,false,,0,descriptive_deferred
protein_014388,NF-Y genes,outputs/json_dataset/full/protein_014388.json,outputs/json_dataset/best_only/protein_014388.json,unresolved,false,,0,descriptive_deferred
protein_014389,NF-Y proteins,outputs/json_dataset/full/protein_014389.json,outputs/json_dataset/best_only/protein_014389.json,unresolved,false,,0,descriptive_deferred
protein_014390,NF-Y subunits,outputs/json_dataset/full/protein_014390.json,outputs/json_dataset/best_only/protein_014390.json,unresolved,false,,0,descriptive_deferred
protein_014391,NF-Y transcription factors,outputs/json_dataset/full/protein_014391.json,outputs/json_dataset/best_only/protein_014391.json,unresolved,false,,0,descriptive_deferred
protein_014392,NF-YA,outputs/json_dataset/full/protein_014392.json,outputs/json_dataset/best_only/protein_014392.json,unresolved,false,,0,descriptive_deferred
protein_014393,NF-YB,outputs/json_dataset/full/protein_014393.json,outputs/json_dataset/best_only/protein_014393.json,unresolved,false,,0,descriptive_deferred
protein_014394,NF-YB3 subunits,outputs/json_dataset/full/protein_014394.json,outputs/json_dataset/best_only/protein_014394.json,unresolved,false,,0,descriptive_deferred
protein_014395,NF-YB9,outputs/json_dataset/full/protein_014395.json,outputs/json_dataset/best_only/protein_014395.json,unresolved,false,,0,descriptive_deferred
